Learner_ID,Learner_Segment,Current_Plan,Current_Fee,Completion_Rate,Weekly_Hours,Last_Login_Days,Renewed_Last_Cycle,Recommended_Action,Recommended_Discount_Pct,Reason
L00606,College Student,Standard,599,0.75,5.8,7,N,Offer Loyalty Discount (10%),10,"Engaged (75.0% completion) but did not renew - likely a price objection, not a satisfaction issue"
L00607,Casual Learner,Standard,599,0.5,0.6,46,N,Renewal Reminder,0,No login in 46 days
L00608,Working Professional,Standard,599,0.89,4,1,Y,Loyalty Reward (Free Month / 10% Off Renewal),10,Working Professional loyal for 11 months with consistent renewals
L00609,Working Professional,Pro,999,0.5,5.3,1,Y,Loyalty Reward (Free Month / 10% Off Renewal),10,Working Professional loyal for 9 months with consistent renewals
L00610,College Student,Standard,599,0.53,2.5,16,N,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L00611,College Student,Premium,1499,0.64,6.5,36,N,Verify Extended Student Eligibility,0,Age 19 on Premium - confirm still eligible for extended student pricing
L00612,Working Professional,Basic,299,0.55,7.2,13,N,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00613,College Student,Premium,1499,0.42,4.7,7,Y,Verify Extended Student Eligibility,0,Age 18 on Premium - confirm still eligible for extended student pricing
L00614,Casual Learner,Basic,299,0.25,1.1,43,N,CS Outreach Before Upsell,0,High support ticket volume (4) needs resolution first
L00615,College Student,Basic,299,0.75,7.1,40,Y,Student Discount (15%),15,College Student with strong 75.0% completion - budget-sensitive segment
L00616,Power Learner,Pro,999,1,15.2,2,Y,Recommend Premium,0,Power Learner with 100.0% completion rate
L00617,Career Switcher,Standard,599,1,5.6,15,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00618,Working Professional,Standard,599,0.75,5.1,13,N,Offer Loyalty Discount (10%),10,"Engaged (75.0% completion) but did not renew - likely a price objection, not a satisfaction issue"
L00619,Career Switcher,Pro,999,0.67,8.6,13,N,Recommend Pro,0,Career Switcher investing 8.6 hrs/week - high intent to reskill
L00620,College Student,Basic,299,0.5,3.9,40,N,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L00621,Certification Seeker,Pro,999,0.67,4.5,0,Y,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L00622,College Student,Basic,299,0.43,2,16,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00623,Working Professional,Standard,599,1,4,3,Y,Referral Program Candidate,0,Highly active (logged in 3 day(s) ago) with 100.0% completion - strong advocate potential
L00624,College Student,Basic,299,0.46,5.5,8,Y,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L00625,Power Learner,Pro,999,0.79,10.1,1,Y,Recommend Premium (Power Usage),0,Completed 11 courses - power usage on a non-Premium plan
L00626,Working Professional,Pro,999,0.79,7.1,8,Y,Recommend Premium (Power Usage),10,Completed 11 courses - power usage on a non-Premium plan
L00627,Casual Learner,Basic,299,0.14,2.7,49,Y,CS Outreach Before Upsell,0,High support ticket volume (4) needs resolution first
L00628,College Student,Standard,599,0.5,6.4,14,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00629,Working Professional,Standard,599,0.67,5.1,1,N,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (67.0% completion, 5.1 hrs/week) - no action needed yet"
L00630,College Student,Basic,299,0.62,2.8,0,N,Recommend Upgrade to Standard,0,On Basic but logging in 14x/month with 62.0% completion
L00631,Working Professional,Standard,599,0.67,5.3,2,Y,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (67.0% completion, 5.3 hrs/week) - no action needed yet"
L00632,Certification Seeker,Premium,1499,0.85,7.7,9,Y,Recommend Pro (Certification Value),0,Certification Seeker with 85.0% completion - values credentialing
L00633,Working Professional,Premium,1499,0.57,7.8,13,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00634,Casual Learner,Pro,999,0.43,3.3,44,N,Do Not Extend Discount Next Cycle,0,Received 21% discount but only 43.0% completion - discount not driving engagement
L00635,Working Professional,Pro,999,0.58,5.1,18,Y,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (58.0% completion, 5.1 hrs/week) - no action needed yet"
L00636,College Student,Basic,299,0.6,5.7,2,N,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (60.0% completion, 5.7 hrs/week) - no action needed yet"
L00637,College Student,Standard,599,0.57,4.3,16,N,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (57.0% completion, 4.3 hrs/week) - no action needed yet"
L00638,Career Switcher,Pro,999,0.75,6.2,3,N,Offer Loyalty Discount (10%),10,"Engaged (75.0% completion) but did not renew - likely a price objection, not a satisfaction issue"
L00639,College Student,Basic,299,0.38,7.1,23,Y,Low-Intent Discount User - No Further Discount,0,"Coupon user with low 38.0% completion - signals low intent, not price sensitivity"
L00640,Working Professional,Basic,299,0.67,9.3,19,N,Recommend Upgrade to Standard,0,On Basic but logging in 14x/month with 67.0% completion
L00641,College Student,Basic,299,0.38,7.8,2,N,Low-Intent Discount User - No Further Discount,0,"Coupon user with low 38.0% completion - signals low intent, not price sensitivity"
L00642,College Student,Basic,299,0.5,7.3,10,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00643,College Student,Standard,599,0.43,3,1,N,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L00644,Casual Learner,Premium,1499,0.17,0.9,65,N,High Churn Risk - Win-Back Offer,20,Inactive for 65 days and did not renew last cycle
L00645,College Student,Standard,599,0.6,8.3,19,N,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00646,Casual Learner,Standard,599,0.12,3.2,60,N,Renewal Reminder,0,No login in 60 days
L00647,Working Professional,Basic,299,0.71,5.1,11,Y,Recommend Upgrade to Standard,0,On Basic but logging in 14x/month with 71.0% completion
L00648,Power Learner,Premium,1499,0.8,15.3,1,Y,Recommend Annual Plan,0,Power Learner active for 9 months - strong annual-plan candidate
L00649,College Student,Pro,999,0.71,2.4,23,Y,Recommend Premium (Power Usage),15,Completed 10 courses - power usage on a non-Premium plan
L00650,Certification Seeker,Standard,599,0.92,3.3,3,Y,Recommend Premium (Power Usage),0,Completed 11 courses - power usage on a non-Premium plan
L00651,College Student,Standard,599,0.5,2.2,9,N,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00652,Working Professional,Pro,999,1,6,9,Y,Loyalty Reward (Free Month / 10% Off Renewal),10,Working Professional loyal for 12 months with consistent renewals
L00653,College Student,Pro,999,0.8,4.1,27,Y,Student Discount (15%),15,College Student with strong 80.0% completion - budget-sensitive segment
L00654,Working Professional,Standard,599,0.73,9.9,14,Y,Recommend Premium,10,Working Professional averaging 9.9 hrs/week with 73.0% completion
L00655,Working Professional,Standard,599,0.67,6.2,0,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00656,Casual Learner,Basic,299,0.31,1.3,25,Y,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L00657,Working Professional,Standard,599,0.67,8.4,3,Y,Recommend Premium (Power Usage),0,Completed 10 courses - power usage on a non-Premium plan
L00658,Casual Learner,Basic,299,0.5,2.9,31,N,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00659,Working Professional,Standard,599,0.86,6,19,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00660,Career Switcher,Basic,299,0.62,6,2,Y,Recommend Upgrade to Standard,0,On Basic but logging in 12x/month with 62.0% completion
L00661,Career Switcher,Standard,599,0.75,6.8,8,N,Offer Loyalty Discount (10%),10,"Engaged (75.0% completion) but did not renew - likely a price objection, not a satisfaction issue"
L00662,Working Professional,Standard,599,0.64,9.5,14,Y,Loyalty Reward (Free Month / 10% Off Renewal),10,Working Professional loyal for 10 months with consistent renewals
L00663,Working Professional,Pro,999,0.57,4.3,17,Y,Loyalty Reward (Free Month / 10% Off Renewal),10,Working Professional loyal for 11 months with consistent renewals
L00664,Certification Seeker,Standard,599,0.67,7.5,3,Y,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L00665,Working Professional,Standard,599,0.67,6.9,14,Y,Loyalty Reward (Free Month / 10% Off Renewal),10,Working Professional loyal for 12 months with consistent renewals
L00666,College Student,Pro,999,0.36,7.5,13,Y,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L00667,College Student,Basic,299,0.55,8.1,26,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00668,Certification Seeker,Standard,599,0.83,5.4,22,Y,Recommend Premium (Power Usage),0,Completed 10 courses - power usage on a non-Premium plan
L00669,Certification Seeker,Standard,599,0.62,6.7,0,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00670,Power Learner,Premium,1499,0.75,16.3,0,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00671,College Student,Basic,299,0.5,2.1,32,Y,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L00672,Working Professional,Standard,599,0.67,6.8,5,N,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00673,Casual Learner,Premium,1499,0.17,0.8,72,N,CS Outreach Before Upsell,20,High support ticket volume (4) needs resolution first
L00674,Casual Learner,Basic,299,0.5,2.4,45,N,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L00675,Career Switcher,Pro,999,0.6,7,8,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00676,Certification Seeker,Standard,599,0.83,7.2,23,Y,Recommend Pro (Certification Value),0,Certification Seeker with 83.0% completion - values credentialing
L00677,Working Professional,Pro,999,0.67,6.6,5,Y,Loyalty Reward (Free Month / 10% Off Renewal),10,Working Professional loyal for 10 months with consistent renewals
L00678,Casual Learner,Standard,599,0.5,3.7,40,Y,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (50.0% completion, 3.7 hrs/week) - no action needed yet"
L00679,Casual Learner,Basic,299,0.18,1,65,N,High Churn Risk - Win-Back Offer,20,Inactive for 65 days and did not renew last cycle
L00680,College Student,Basic,299,0.5,6.4,37,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00681,Certification Seeker,Pro,999,0.5,5,25,N,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (50.0% completion, 5 hrs/week) - no action needed yet"
L00682,Working Professional,Standard,599,0.83,9.4,3,Y,Recommend Premium,0,Working Professional averaging 9.4 hrs/week with 83.0% completion
L00683,College Student,Standard,599,0.5,5.6,13,Y,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (50.0% completion, 5.6 hrs/week) - no action needed yet"
L00684,College Student,Basic,299,0.62,8.7,35,Y,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L00685,Working Professional,Standard,599,0.69,5.7,3,N,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (69.0% completion, 5.7 hrs/week) - no action needed yet"
L00686,Working Professional,Pro,999,0.67,4.6,13,Y,CS Outreach Before Upsell,10,High support ticket volume (3) needs resolution first
L00687,College Student,Basic,299,0.5,8.7,22,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00688,College Student,Standard,599,0.4,2.1,21,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00689,Career Switcher,Pro,999,0.71,5.5,13,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00690,Casual Learner,Basic,299,0.25,2.1,61,N,High Churn Risk - Win-Back Offer,20,Inactive for 61 days and did not renew last cycle
L00691,Certification Seeker,Standard,599,0.64,3.2,16,Y,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (64.0% completion, 3.2 hrs/week) - no action needed yet"
L00692,Casual Learner,Basic,299,0.27,1.9,78,N,CS Outreach Before Upsell,20,High support ticket volume (3) needs resolution first
L00693,College Student,Basic,299,0.5,8,14,N,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00694,Certification Seeker,Basic,299,0.77,3.4,22,Y,Recommend Premium (Power Usage),0,Completed 10 courses - power usage on a non-Premium plan
L00695,College Student,Standard,599,0.55,2.9,15,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00696,Casual Learner,Basic,299,0.5,2.8,46,Y,Renewal Reminder,0,No login in 46 days
L00697,College Student,Basic,299,0.69,7.7,32,N,Recommend Upgrade to Standard,0,On Basic but logging in 12x/month with 69.0% completion
L00698,College Student,Basic,299,0.75,8.1,12,Y,Recommend Upgrade to Standard,15,On Basic but logging in 12x/month with 75.0% completion
L00699,Certification Seeker,Pro,999,0.83,4.3,21,Y,Recommend Pro (Certification Value),0,Certification Seeker with 83.0% completion - values credentialing
L00700,College Student,Basic,299,0.57,4.6,24,Y,Maintain Current Plan - Monitor,0,"Steady mid-range engagement (57.0% completion, 4.6 hrs/week) - no action needed yet"
L00701,Working Professional,Pro,999,0.75,5.3,1,Y,No Action - Standard Monitoring,0,No strong signal in either direction - continue standard monitoring
L00702,College Student,Basic,299,0,4.4,38,N,CS Outreach Before Upsell,0,High support ticket volume (3) needs resolution first
L00703,Casual Learner,Basic,299,0.29,3.6,21,Y,Low-Intent Discount User - No Further Discount,0,"Coupon user with low 29.0% completion - signals low intent, not price sensitivity"
L00704,Casual Learner,Pro,999,0.14,0.5,80,N,High Churn Risk - Win-Back Offer,20,Inactive for 80 days and did not renew last cycle
L00705,College Student,Basic,299,0.8,4.3,22,Y,Recommend Upgrade to Standard,15,On Basic but logging in 11x/month with 80.0% completion
L00706,Certification Seeker,Standard,599,0.93,5.6,4,Y,Recommend Premium (Power Usage),0,Completed 13 courses - power usage on a non-Premium plan
