Learner_ID,Age,Profession,Region,Learner_Segment,Subscription_Plan,Monthly_Fee,Months_Active,Courses_Enrolled,Courses_Completed,Completion_Rate,Weekly_Hours,Login_Frequency,Last_Login_Days,Coupon_Used,Discount_Availed,Payment_Mode,Support_Tickets,Renewed_Last_Cycle
L01116,33,Unemployed (Upskilling),Pune,Career Switcher,Pro,999,5,5,3,0.6,11.2,13,2,N,0,Wallet,0,Y
L01117,29,Marketing Executive,Hyderabad,Working Professional,Premium,1499,7,11,8,0.73,6.7,15,6,Y,14,Wallet,1,Y
L01118,22,Student,Jaipur,College Student,Standard,599,9,10,7,0.7,5.4,12,9,N,0,Wallet,0,N
L01119,22,Student,Jaipur,College Student,Premium,1499,1,1,1,1.0,7.5,12,20,Y,14,Card,1,Y
L01120,18,Student,Ahmedabad,College Student,Basic,299,10,11,4,0.36,4.3,11,36,Y,16,Card,3,N
L01121,19,Student,Jaipur,College Student,Standard,599,4,4,2,0.5,3.0,13,18,N,0,Card,2,N
L01122,29,Consultant,Bengaluru,Certification Seeker,Standard,599,3,6,5,0.83,4.3,11,5,N,0,Wallet,0,N
L01123,26,HR Executive,Delhi NCR,Working Professional,Standard,599,10,13,9,0.69,5.3,11,10,N,0,UPI,1,N
L01124,25,Manager,Chennai,Certification Seeker,Standard,599,11,9,8,0.89,5.4,10,12,N,0,Netbanking,1,Y
L01125,28,Marketing Executive,Mumbai,Working Professional,Standard,599,11,14,8,0.57,7.7,16,18,Y,10,Wallet,1,Y
L01126,35,Unemployed (Upskilling),Hyderabad,Career Switcher,Standard,599,1,2,1,0.5,5.6,13,6,N,0,Wallet,0,Y
L01127,25,Marketing Executive,Delhi NCR,Working Professional,Standard,599,4,13,8,0.62,8.9,15,16,N,0,Netbanking,0,Y
L01128,29,Ex-Teacher,Pune,Career Switcher,Premium,1499,2,10,6,0.6,5.2,13,5,N,0,UPI,3,Y
L01129,29,Ex-Operations,Mumbai,Career Switcher,Standard,599,3,15,9,0.6,6.6,16,11,Y,8,Wallet,3,Y
L01130,33,HR Executive,Ahmedabad,Working Professional,Pro,999,8,3,2,0.67,7.2,12,9,N,0,Netbanking,2,N
L01131,30,Analyst,Ahmedabad,Certification Seeker,Premium,1499,6,5,4,0.8,6.9,10,5,N,0,UPI,0,N
L01132,29,Software Engineer,Delhi NCR,Working Professional,Premium,1499,1,6,5,0.83,9.3,8,4,N,0,Card,0,N
L01133,18,Student,Chennai,College Student,Basic,299,1,11,6,0.55,4.3,11,2,N,0,Card,0,Y
L01134,32,HR Executive,Ahmedabad,Working Professional,Standard,599,10,14,10,0.71,10.0,15,4,N,0,Card,1,Y
L01135,39,Ex-Marketer,Ahmedabad,Career Switcher,Standard,599,1,5,4,0.8,5.9,16,5,N,0,UPI,0,N
L01136,22,Student,Delhi NCR,College Student,Basic,299,2,11,8,0.73,2.9,13,9,Y,16,UPI,0,Y
L01137,18,Student,Ahmedabad,College Student,Basic,299,3,9,4,0.44,3.4,12,29,Y,19,UPI,3,Y
L01138,20,Student,Jaipur,College Student,Basic,299,12,3,1,0.33,8.8,12,40,Y,27,UPI,3,Y
L01139,23,Student,Ahmedabad,College Student,Pro,999,9,14,5,0.36,3.7,5,25,Y,19,UPI,4,Y
L01140,27,Marketing Executive,Jaipur,Working Professional,Pro,999,12,3,2,0.67,5.3,10,0,Y,15,Card,3,N
L01141,43,Entrepreneur,Chennai,Power Learner,Premium,1499,10,3,3,1.0,10.8,24,1,N,0,Card,1,Y
L01142,25,Part-time Worker,Hyderabad,Casual Learner,Basic,299,5,8,3,0.38,1.4,1,82,N,0,Wallet,2,N
L01143,27,Software Engineer,Chennai,Working Professional,Standard,599,5,2,2,1.0,7.5,15,19,Y,9,Wallet,0,Y
L01144,18,Student,Mumbai,College Student,Basic,299,11,12,9,0.75,8.3,11,33,Y,20,Netbanking,0,Y
L01145,32,Ex-Banker,Delhi NCR,Career Switcher,Basic,299,11,7,5,0.71,10.3,9,4,N,0,UPI,0,Y
L01146,30,Manager,Jaipur,Certification Seeker,Standard,599,9,12,10,0.83,7.3,13,11,N,0,Netbanking,1,Y
L01147,37,Ex-Teacher,Mumbai,Career Switcher,Standard,599,5,14,10,0.71,11.8,11,12,N,0,Netbanking,0,Y
L01148,26,Marketing Executive,Bengaluru,Working Professional,Basic,299,3,11,9,0.82,7.9,10,18,Y,8,Wallet,1,Y
L01149,24,Homemaker,Hyderabad,Casual Learner,Pro,999,10,10,2,0.2,2.0,4,30,Y,22,UPI,2,Y
L01150,29,Ex-Teacher,Hyderabad,Career Switcher,Standard,599,11,11,7,0.64,11.5,15,13,Y,6,UPI,0,Y
L01151,26,Marketing Executive,Mumbai,Working Professional,Standard,599,12,15,11,0.73,4.2,10,10,N,0,Wallet,0,Y
L01152,31,Ex-Teacher,Pune,Career Switcher,Pro,999,7,8,6,0.75,7.7,11,0,N,0,Netbanking,0,Y
L01153,23,Homemaker,Bengaluru,Casual Learner,Basic,299,9,6,1,0.17,2.9,6,87,N,0,Netbanking,2,N
L01154,26,Software Engineer,Hyderabad,Working Professional,Pro,999,6,2,2,1.0,10.0,13,12,N,0,UPI,0,Y
L01155,36,Ex-Banker,Jaipur,Career Switcher,Pro,999,2,4,2,0.5,6.6,15,3,N,0,Netbanking,2,Y
L01156,26,Marketing Executive,Mumbai,Working Professional,Standard,599,2,8,5,0.62,9.3,10,0,N,0,Wallet,0,Y
L01157,19,Student,Pune,College Student,Basic,299,10,14,7,0.5,6.3,11,5,N,0,Wallet,1,Y
L01158,38,Software Engineer,Chennai,Certification Seeker,Standard,599,3,14,11,0.79,7.1,6,7,N,0,Card,0,Y
L01159,37,Ex-Operations,Jaipur,Career Switcher,Pro,999,5,13,9,0.69,9.4,13,14,N,0,Netbanking,2,Y
L01160,19,Student,Jaipur,College Student,Standard,599,3,2,1,0.5,7.9,8,29,Y,11,UPI,0,Y
L01161,23,Student,Hyderabad,College Student,Basic,299,7,9,4,0.44,3.9,5,31,Y,10,UPI,2,Y
L01162,18,Student,Chennai,College Student,Standard,599,8,2,1,0.5,2.6,12,2,Y,19,Card,2,Y
L01163,20,Student,Pune,College Student,Standard,599,4,1,1,1.0,7.6,6,7,Y,19,Netbanking,1,Y
L01164,37,Student,Jaipur,Casual Learner,Basic,299,2,13,6,0.46,2.5,3,45,N,0,Card,3,Y
L01165,32,Student,Ahmedabad,Casual Learner,Standard,599,7,9,3,0.33,3.4,1,65,Y,13,Wallet,1,Y
L01166,32,Entrepreneur,Ahmedabad,Power Learner,Pro,999,6,1,1,1.0,16.3,20,0,N,0,Wallet,1,Y
L01167,18,Student,Hyderabad,College Student,Standard,599,9,10,6,0.6,2.5,13,40,Y,15,UPI,2,N
L01168,22,Student,Pune,College Student,Standard,599,10,8,4,0.5,7.8,10,38,N,0,UPI,1,Y
L01169,25,Sales Executive,Ahmedabad,Working Professional,Pro,999,12,3,3,1.0,5.8,14,12,N,0,Netbanking,0,Y
L01170,32,Ex-Banker,Delhi NCR,Career Switcher,Pro,999,7,15,10,0.67,6.3,16,9,Y,11,UPI,0,Y
L01171,27,Manager,Delhi NCR,Certification Seeker,Basic,299,8,2,2,1.0,3.3,13,17,Y,6,Card,0,Y
L01172,33,Ex-Teacher,Bengaluru,Career Switcher,Standard,599,11,15,12,0.8,9.9,17,14,Y,15,UPI,1,N
L01173,25,HR Executive,Ahmedabad,Working Professional,Premium,1499,5,15,10,0.67,7.2,10,3,N,0,Card,3,N
L01174,24,HR Executive,Delhi NCR,Working Professional,Basic,299,1,8,6,0.75,5.6,8,13,N,0,Card,0,Y
L01175,22,Student,Bengaluru,College Student,Standard,599,11,11,8,0.73,2.6,6,32,N,0,Netbanking,0,Y
L01176,32,Marketing Executive,Jaipur,Working Professional,Pro,999,7,1,1,1.0,7.5,15,20,N,0,Card,0,Y
L01177,43,Part-time Worker,Ahmedabad,Casual Learner,Basic,299,7,5,1,0.2,0.7,5,51,N,0,Card,3,N
L01178,31,HR Executive,Ahmedabad,Working Professional,Standard,599,11,10,6,0.6,4.3,14,20,N,0,Card,2,N
L01179,28,Sales Executive,Pune,Working Professional,Standard,599,8,3,2,0.67,4.1,16,10,Y,14,Card,3,Y
L01180,25,Unemployed (Upskilling),Hyderabad,Career Switcher,Standard,599,7,15,10,0.67,8.7,16,7,N,0,Netbanking,3,Y
L01181,44,Entrepreneur,Bengaluru,Power Learner,Premium,1499,10,14,11,0.79,18.3,21,2,Y,14,Card,1,Y
L01182,40,Data Scientist,Hyderabad,Power Learner,Premium,1499,2,6,6,1.0,12.3,27,3,Y,7,Netbanking,1,Y
L01183,20,Student,Delhi NCR,College Student,Basic,299,5,10,5,0.5,7.3,11,9,Y,16,UPI,1,N
L01184,22,Student,Ahmedabad,College Student,Standard,599,8,3,2,0.67,7.3,11,4,N,0,UPI,0,N
L01185,32,Marketing Executive,Bengaluru,Working Professional,Standard,599,8,14,11,0.79,5.6,16,3,N,0,Card,1,Y
L01186,37,Entrepreneur,Hyderabad,Power Learner,Premium,1499,10,9,7,0.78,14.0,29,3,N,0,Netbanking,0,Y
L01187,35,Ex-Teacher,Bengaluru,Career Switcher,Standard,599,3,11,6,0.55,10.1,18,5,N,0,Netbanking,1,N
L01188,35,Software Engineer,Chennai,Working Professional,Standard,599,8,9,7,0.78,4.5,8,7,N,0,Wallet,0,Y
L01189,23,Student,Bengaluru,College Student,Standard,599,5,1,1,1.0,4.3,13,3,Y,22,Netbanking,0,Y
L01190,28,Data Scientist,Mumbai,Power Learner,Pro,999,7,12,11,0.92,20.0,30,2,N,0,Wallet,1,Y
L01191,21,Student,Delhi NCR,College Student,Basic,299,5,6,4,0.67,4.2,9,31,Y,11,Wallet,2,N
L01192,26,Software Engineer,Ahmedabad,Power Learner,Pro,999,6,14,13,0.93,12.6,26,3,N,0,Wallet,1,Y
L01193,21,Student,Chennai,College Student,Basic,299,1,3,1,0.33,2.1,14,27,Y,13,Card,4,Y
L01194,37,Analyst,Ahmedabad,Certification Seeker,Standard,599,6,3,2,0.67,6.1,12,0,N,0,UPI,0,Y
L01195,36,Consultant,Ahmedabad,Power Learner,Premium,1499,1,10,8,0.8,17.6,28,0,N,0,Wallet,1,Y
L01196,24,Data Scientist,Bengaluru,Power Learner,Pro,999,10,15,14,0.93,18.8,25,3,Y,13,Wallet,0,N
L01197,28,Marketing Executive,Ahmedabad,Working Professional,Basic,299,12,5,3,0.6,4.7,10,1,N,0,Wallet,2,Y
L01198,33,Sales Executive,Mumbai,Working Professional,Pro,999,6,9,8,0.89,9.8,10,11,Y,6,Card,1,N
L01199,28,Software Engineer,Mumbai,Working Professional,Pro,999,7,6,4,0.67,5.5,13,9,N,0,Card,0,Y
L01200,24,Entrepreneur,Pune,Power Learner,Premium,1499,10,15,13,0.87,17.7,27,0,N,0,Card,0,Y
L01201,30,Ex-Operations,Delhi NCR,Career Switcher,Basic,299,9,15,11,0.73,8.8,18,5,N,0,UPI,0,Y
L01202,21,Student,Mumbai,College Student,Basic,299,12,13,8,0.62,6.4,4,24,N,0,Netbanking,1,Y
L01203,32,Consultant,Pune,Certification Seeker,Basic,299,12,14,9,0.64,6.9,7,16,N,0,Wallet,2,Y
L01204,21,Student,Delhi NCR,College Student,Basic,299,5,1,0,0.0,8.4,9,16,N,0,Card,5,N
L01205,33,Part-time Worker,Hyderabad,Casual Learner,Basic,299,9,10,2,0.2,0.9,6,61,Y,21,Netbanking,5,N
L01206,36,Part-time Worker,Ahmedabad,Casual Learner,Premium,1499,9,6,1,0.17,2.3,2,27,Y,24,Wallet,1,Y
L01207,26,Data Analyst,Ahmedabad,Working Professional,Standard,599,2,3,2,0.67,9.2,16,12,N,0,Card,1,Y
L01208,19,Student,Bengaluru,College Student,Basic,299,2,7,4,0.57,8.9,14,35,N,0,Card,1,N
L01209,32,Software Engineer,Hyderabad,Working Professional,Standard,599,2,3,2,0.67,4.3,9,0,N,0,UPI,0,Y
L01210,30,Sales Executive,Bengaluru,Working Professional,Basic,299,1,2,2,1.0,7.0,16,15,Y,6,Netbanking,0,Y
L01211,27,Homemaker,Hyderabad,Casual Learner,Standard,599,5,2,1,0.5,3.7,6,51,N,0,UPI,3,N
L01212,42,Part-time Worker,Delhi NCR,Casual Learner,Basic,299,5,13,5,0.38,1.9,5,60,Y,10,UPI,4,N
L01213,26,Software Engineer,Chennai,Working Professional,Pro,999,5,6,5,0.83,9.7,14,14,Y,12,Wallet,1,N
L01214,38,Ex-Marketer,Bengaluru,Career Switcher,Basic,299,11,12,9,0.75,7.8,13,9,Y,13,Card,1,Y
L01215,29,Software Engineer,Ahmedabad,Working Professional,Pro,999,10,1,1,1.0,5.6,15,1,N,0,Card,1,Y
L01216,22,Student,Ahmedabad,College Student,Standard,599,10,8,4,0.5,6.0,10,10,N,0,Card,3,Y
L01217,28,Ex-Operations,Jaipur,Career Switcher,Pro,999,2,8,4,0.5,7.5,13,13,N,0,Wallet,3,Y
L01218,29,Ex-Teacher,Bengaluru,Career Switcher,Standard,599,12,11,8,0.73,10.3,13,14,N,0,Card,1,Y
L01219,37,Software Engineer,Chennai,Power Learner,Premium,1499,2,2,2,1.0,17.8,25,2,N,0,Wallet,1,Y
L01220,29,Ex-Operations,Pune,Career Switcher,Pro,999,3,10,6,0.6,10.5,9,4,N,0,Wallet,1,Y
L01221,19,Student,Chennai,College Student,Standard,599,2,3,1,0.33,5.1,8,23,Y,21,Netbanking,3,N
L01222,32,Manager,Delhi NCR,Certification Seeker,Basic,299,10,12,10,0.83,3.7,11,15,N,0,UPI,0,Y
L01223,23,Student,Ahmedabad,College Student,Basic,299,1,14,6,0.43,5.2,7,8,Y,14,Card,2,N
L01224,30,Software Engineer,Mumbai,Certification Seeker,Basic,299,9,5,3,0.6,6.3,14,5,N,0,Card,0,Y
L01225,30,HR Executive,Chennai,Working Professional,Basic,299,2,13,10,0.77,4.4,13,17,N,0,UPI,0,Y
L01226,39,Data Scientist,Jaipur,Power Learner,Premium,1499,2,7,6,0.86,19.8,30,0,Y,14,Netbanking,0,N
L01227,36,Software Engineer,Delhi NCR,Certification Seeker,Standard,599,1,1,1,1.0,5.3,12,18,Y,10,UPI,1,Y
L01228,28,Marketing Executive,Delhi NCR,Working Professional,Pro,999,9,14,9,0.64,6.8,16,18,N,0,Card,2,Y
L01229,25,Sales Executive,Bengaluru,Working Professional,Premium,1499,12,5,3,0.6,7.1,10,15,N,0,UPI,1,N
L01230,20,Homemaker,Pune,Casual Learner,Basic,299,3,3,1,0.33,1.7,5,71,Y,28,Card,3,N
L01231,32,Ex-Marketer,Delhi NCR,Career Switcher,Pro,999,1,7,4,0.57,7.8,12,13,N,0,Card,2,N
L01232,38,Consultant,Pune,Certification Seeker,Premium,1499,6,14,12,0.86,7.0,12,25,N,0,Card,0,Y
L01233,21,Student,Mumbai,College Student,Basic,299,8,7,3,0.43,6.3,9,5,Y,21,UPI,0,Y
L01234,29,Software Engineer,Mumbai,Working Professional,Pro,999,12,4,2,0.5,5.9,8,19,Y,6,UPI,3,N
L01235,23,Software Engineer,Delhi NCR,Power Learner,Pro,999,5,12,9,0.75,17.0,27,3,Y,11,Wallet,1,N
L01236,28,Software Engineer,Delhi NCR,Working Professional,Premium,1499,2,13,11,0.85,8.0,10,14,N,0,Netbanking,0,Y
L01237,23,Software Engineer,Chennai,Certification Seeker,Standard,599,4,11,10,0.91,7.3,8,11,N,0,Netbanking,1,Y
L01238,26,Ex-Operations,Pune,Career Switcher,Basic,299,8,8,6,0.75,5.7,15,6,N,0,UPI,1,Y
L01239,36,Ex-Teacher,Hyderabad,Career Switcher,Pro,999,2,10,8,0.8,5.3,14,9,N,0,Netbanking,0,Y
L01240,25,Software Engineer,Pune,Certification Seeker,Standard,599,1,12,9,0.75,7.4,12,1,N,0,Netbanking,0,Y
L01241,33,Software Engineer,Hyderabad,Working Professional,Premium,1499,6,13,9,0.69,9.3,10,17,N,0,Netbanking,2,Y
L01242,25,Software Engineer,Mumbai,Working Professional,Standard,599,8,10,6,0.6,7.4,8,20,N,0,UPI,0,Y
L01243,33,Student,Mumbai,Casual Learner,Standard,599,4,3,1,0.33,4.0,5,54,N,0,Card,2,N
L01244,33,Data Analyst,Hyderabad,Working Professional,Basic,299,7,1,1,1.0,6.9,14,5,N,0,Netbanking,0,Y
L01245,21,Student,Pune,College Student,Basic,299,7,3,2,0.67,3.3,5,29,N,0,Card,1,Y
L01246,20,Student,Bengaluru,College Student,Basic,299,1,1,1,1.0,6.0,14,26,Y,10,Wallet,1,Y
L01247,18,Student,Ahmedabad,College Student,Basic,299,4,11,5,0.45,7.6,13,0,Y,30,Wallet,2,N
L01248,37,Entrepreneur,Chennai,Power Learner,Premium,1499,3,7,6,0.86,10.9,29,3,Y,15,Card,1,Y
L01249,22,Consultant,Jaipur,Certification Seeker,Standard,599,9,15,13,0.87,3.9,10,14,Y,11,UPI,1,Y
L01250,44,Freelancer,Hyderabad,Casual Learner,Standard,599,9,3,1,0.33,0.5,2,75,Y,26,Card,1,N
L01251,25,Manager,Mumbai,Certification Seeker,Pro,999,10,7,4,0.57,3.5,7,24,N,0,Netbanking,2,Y
L01252,22,Student,Jaipur,College Student,Standard,599,8,1,1,1.0,3.2,5,24,N,0,Netbanking,0,Y
L01253,40,Part-time Worker,Hyderabad,Casual Learner,Basic,299,7,8,3,0.38,2.6,2,85,N,0,Netbanking,3,N
L01254,24,Software Engineer,Delhi NCR,Working Professional,Standard,599,8,10,7,0.7,5.0,8,5,N,0,Card,0,Y
L01255,21,Consultant,Bengaluru,Power Learner,Pro,999,8,15,14,0.93,19.9,30,1,N,0,UPI,0,Y
L01256,31,Data Scientist,Mumbai,Power Learner,Premium,1499,12,4,3,0.75,16.3,20,1,N,0,Netbanking,0,Y
L01257,23,Student,Jaipur,College Student,Basic,299,3,4,2,0.5,6.9,5,15,Y,26,Card,0,Y
L01258,35,Analyst,Ahmedabad,Certification Seeker,Standard,599,11,10,8,0.8,7.9,6,11,N,0,Wallet,1,Y
L01259,33,Software Engineer,Hyderabad,Working Professional,Standard,599,2,11,6,0.55,8.1,10,19,N,0,UPI,3,Y
L01260,23,Consultant,Hyderabad,Certification Seeker,Standard,599,1,7,4,0.57,4.3,14,8,N,0,Card,0,N
L01261,18,Student,Jaipur,College Student,Basic,299,1,7,5,0.71,4.6,12,23,N,0,Wallet,1,N
L01262,23,Manager,Hyderabad,Certification Seeker,Pro,999,3,6,4,0.67,3.4,14,25,Y,11,Netbanking,2,N
L01263,30,Sales Executive,Hyderabad,Working Professional,Pro,999,10,1,1,1.0,8.6,11,18,N,0,Wallet,0,Y
L01264,19,Student,Delhi NCR,College Student,Basic,299,2,7,3,0.43,2.6,6,16,N,0,Netbanking,2,Y
L01265,23,Student,Jaipur,College Student,Pro,999,10,15,10,0.67,8.7,13,6,Y,23,Netbanking,0,Y
L01266,37,Ex-Marketer,Hyderabad,Career Switcher,Standard,599,6,3,2,0.67,10.6,10,9,N,0,UPI,2,Y
L01267,20,Student,Mumbai,College Student,Standard,599,4,1,1,1.0,2.5,9,33,Y,24,Netbanking,1,N
L01268,35,HR Executive,Pune,Working Professional,Pro,999,8,4,3,0.75,6.4,12,20,N,0,Card,1,Y
L01269,28,Sales Executive,Ahmedabad,Working Professional,Premium,1499,10,15,10,0.67,8.7,14,2,N,0,UPI,1,Y
L01270,32,Software Engineer,Chennai,Working Professional,Premium,1499,10,6,3,0.5,9.5,12,16,Y,9,Card,2,N
L01271,30,Sales Executive,Pune,Working Professional,Pro,999,3,5,3,0.6,4.7,11,0,Y,9,UPI,2,Y
L01272,20,Student,Pune,College Student,Standard,599,10,5,3,0.6,3.4,6,26,N,0,Netbanking,1,N
L01273,22,Student,Hyderabad,College Student,Standard,599,8,11,4,0.36,3.6,14,1,N,0,UPI,4,N
L01274,27,Consultant,Bengaluru,Certification Seeker,Basic,299,12,3,2,0.67,5.7,7,17,N,0,Netbanking,1,Y
L01275,36,Analyst,Pune,Certification Seeker,Pro,999,11,4,3,0.75,7.5,13,1,N,0,Card,0,Y
L01276,29,Marketing Executive,Hyderabad,Working Professional,Premium,1499,8,7,5,0.71,6.7,14,12,Y,10,UPI,1,N
L01277,26,Ex-Marketer,Delhi NCR,Career Switcher,Pro,999,9,11,8,0.73,5.4,13,10,N,0,UPI,0,N
L01278,34,Marketing Executive,Delhi NCR,Working Professional,Basic,299,3,10,7,0.7,5.9,11,3,N,0,UPI,0,N
L01279,27,Ex-Operations,Delhi NCR,Career Switcher,Premium,1499,4,3,2,0.67,5.9,14,11,N,0,Wallet,1,N
L01280,23,Student,Jaipur,College Student,Standard,599,6,15,7,0.47,2.9,9,39,N,0,Card,1,Y
L01281,23,Student,Hyderabad,College Student,Standard,599,4,5,2,0.4,8.3,13,38,Y,19,Card,2,Y
L01282,21,Student,Chennai,College Student,Premium,1499,8,1,1,1.0,4.8,4,35,Y,18,Wallet,0,Y
L01283,44,Freelancer,Ahmedabad,Casual Learner,Basic,299,1,11,1,0.09,2.2,2,70,N,0,Card,5,N
L01284,30,Ex-Teacher,Jaipur,Career Switcher,Pro,999,11,8,6,0.75,8.0,12,8,N,0,Wallet,1,Y
L01285,19,Student,Delhi NCR,College Student,Pro,999,12,5,3,0.6,5.6,14,6,Y,13,Card,1,Y
L01286,32,Software Engineer,Ahmedabad,Power Learner,Pro,999,10,1,1,1.0,19.9,25,1,N,0,Card,1,Y
L01287,23,Student,Mumbai,College Student,Basic,299,11,1,1,1.0,7.6,8,6,Y,16,Netbanking,0,Y
L01288,24,Software Engineer,Hyderabad,Working Professional,Pro,999,3,11,9,0.82,6.4,8,16,N,0,Wallet,1,Y
L01289,28,Sales Executive,Mumbai,Working Professional,Standard,599,5,6,4,0.67,7.4,10,20,Y,15,Netbanking,0,Y
L01290,39,Student,Chennai,Casual Learner,Basic,299,1,7,2,0.29,2.5,6,31,N,0,Card,5,Y
L01291,36,Ex-Banker,Mumbai,Career Switcher,Pro,999,1,3,2,0.67,10.7,8,8,N,0,UPI,3,Y
L01292,20,Freelancer,Pune,Casual Learner,Basic,299,4,10,4,0.4,2.5,6,75,Y,21,Wallet,3,N
L01293,35,Data Scientist,Bengaluru,Power Learner,Pro,999,8,13,12,0.92,18.9,23,0,Y,9,Wallet,0,Y
L01294,33,HR Executive,Jaipur,Working Professional,Pro,999,7,15,11,0.73,6.1,11,20,N,0,Netbanking,0,Y
L01295,21,Student,Pune,College Student,Basic,299,9,4,2,0.5,6.7,13,40,Y,11,UPI,0,Y
L01296,20,Student,Ahmedabad,College Student,Basic,299,5,12,7,0.58,5.9,11,18,Y,13,Wallet,3,Y
L01297,38,Ex-Operations,Ahmedabad,Career Switcher,Standard,599,8,4,3,0.75,9.2,12,2,N,0,Netbanking,1,Y
L01298,20,Student,Mumbai,College Student,Basic,299,6,10,4,0.4,4.2,7,30,N,0,Netbanking,3,N
L01299,34,Software Engineer,Bengaluru,Power Learner,Premium,1499,10,4,3,0.75,16.5,22,3,Y,9,Wallet,0,Y
L01300,26,HR Executive,Delhi NCR,Working Professional,Pro,999,11,14,12,0.86,5.2,12,7,N,0,Netbanking,1,Y
L01301,28,Sales Executive,Ahmedabad,Working Professional,Standard,599,6,5,3,0.6,8.5,12,7,N,0,Netbanking,0,Y
L01302,40,Consultant,Hyderabad,Certification Seeker,Pro,999,5,15,10,0.67,4.4,13,9,N,0,Wallet,2,Y
L01303,44,Part-time Worker,Delhi NCR,Casual Learner,Basic,299,1,12,2,0.17,2.6,5,73,Y,29,Netbanking,1,N
L01304,18,Student,Delhi NCR,College Student,Basic,299,3,5,3,0.6,2.8,11,2,N,0,Netbanking,1,Y
L01305,31,Student,Chennai,Casual Learner,Basic,299,10,1,0,0.0,1.0,2,24,Y,21,Netbanking,4,N
L01306,22,Student,Mumbai,College Student,Standard,599,3,2,1,0.5,8.3,9,6,Y,27,Netbanking,3,N
L01307,37,Ex-Banker,Chennai,Career Switcher,Pro,999,11,7,5,0.71,9.7,15,0,N,0,UPI,0,N
L01308,20,Student,Hyderabad,College Student,Basic,299,6,15,6,0.4,4.8,7,5,Y,17,Card,2,N
L01309,21,Student,Delhi NCR,College Student,Basic,299,4,7,3,0.43,3.4,11,18,Y,12,Netbanking,1,N
L01310,31,Part-time Worker,Ahmedabad,Casual Learner,Standard,599,9,11,4,0.36,3.4,1,90,Y,24,Card,5,N
L01311,33,Software Engineer,Delhi NCR,Working Professional,Premium,1499,11,2,2,1.0,4.5,15,14,N,0,Card,0,Y
L01312,23,Consultant,Hyderabad,Certification Seeker,Standard,599,6,10,8,0.8,7.7,8,5,N,0,Wallet,1,Y
L01313,29,Marketing Executive,Hyderabad,Working Professional,Standard,599,9,3,2,0.67,10.0,11,0,N,0,UPI,1,Y
L01314,18,Student,Hyderabad,College Student,Basic,299,8,6,4,0.67,5.1,5,27,N,0,UPI,3,N
L01315,21,Student,Chennai,College Student,Basic,299,12,2,1,0.5,2.4,8,23,N,0,Card,1,N
L01316,33,Ex-Operations,Delhi NCR,Career Switcher,Standard,599,4,5,3,0.6,6.9,10,1,N,0,UPI,0,Y
L01317,19,Student,Pune,College Student,Basic,299,6,9,6,0.67,2.4,10,16,Y,26,UPI,3,Y
L01318,28,Student,Ahmedabad,Casual Learner,Basic,299,10,6,1,0.17,3.8,2,53,N,0,Card,5,N
L01319,34,Sales Executive,Delhi NCR,Working Professional,Standard,599,2,10,6,0.6,5.1,13,19,N,0,Netbanking,3,Y
L01320,33,Unemployed (Upskilling),Delhi NCR,Career Switcher,Premium,1499,8,2,1,0.5,6.7,11,14,N,0,UPI,1,Y
L01321,23,Entrepreneur,Mumbai,Power Learner,Pro,999,6,12,11,0.92,19.8,28,3,N,0,UPI,1,N
L01322,37,Analyst,Mumbai,Certification Seeker,Pro,999,4,10,8,0.8,6.0,11,3,N,0,Netbanking,0,Y
L01323,42,Homemaker,Jaipur,Casual Learner,Basic,299,3,4,1,0.25,1.0,4,69,Y,19,Card,1,N
L01324,26,Software Engineer,Ahmedabad,Working Professional,Standard,599,11,7,6,0.86,5.9,12,18,N,0,Card,0,Y
L01325,22,Student,Hyderabad,College Student,Premium,1499,5,9,5,0.56,4.1,4,19,Y,22,Netbanking,0,Y
L01326,19,Student,Chennai,College Student,Standard,599,7,13,5,0.38,7.4,14,22,N,0,Card,4,Y
L01327,30,Ex-Operations,Ahmedabad,Career Switcher,Pro,999,4,5,3,0.6,6.1,17,10,Y,14,Wallet,2,N
L01328,20,Student,Mumbai,College Student,Basic,299,7,3,2,0.67,4.4,5,9,Y,17,Card,1,Y
L01329,20,Student,Hyderabad,College Student,Basic,299,10,7,4,0.57,4.2,14,37,Y,23,Card,3,Y
L01330,34,Ex-Banker,Mumbai,Career Switcher,Pro,999,2,9,6,0.67,7.3,12,0,N,0,Card,1,N
L01331,22,Student,Mumbai,College Student,Basic,299,9,11,4,0.36,8.0,7,10,Y,27,UPI,2,N
L01332,28,HR Executive,Bengaluru,Working Professional,Pro,999,9,8,5,0.62,4.9,14,17,N,0,Netbanking,0,Y
L01333,35,Ex-Marketer,Mumbai,Career Switcher,Pro,999,5,7,4,0.57,10.3,18,0,Y,14,Wallet,3,Y
L01334,29,HR Executive,Chennai,Working Professional,Pro,999,7,13,10,0.77,7.8,12,12,N,0,Wallet,0,Y
L01335,28,Unemployed (Upskilling),Delhi NCR,Career Switcher,Pro,999,7,1,1,1.0,10.7,10,2,N,0,UPI,0,Y
L01336,31,Ex-Teacher,Pune,Career Switcher,Pro,999,9,14,7,0.5,11.4,17,3,N,0,Card,3,Y
L01337,33,Unemployed (Upskilling),Bengaluru,Career Switcher,Pro,999,9,15,8,0.53,9.9,9,0,N,0,Wallet,0,Y
L01338,40,Homemaker,Mumbai,Casual Learner,Basic,299,4,7,1,0.14,3.1,5,63,Y,12,Netbanking,1,N
